,Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,year,month,day
2558,Amazon,2021-08-22,Southeast,Kentucky,Louisville,Women's Apparel,55.0,400,22000.0,8800.0,Online,2021,8,22
2559,Amazon,2021-09-23,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,525,26250.0,10500.0,Online,2021,9,23
2560,Amazon,2021-09-23,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,325,14625.0,5119.0,Online,2021,9,23
2561,Amazon,2021-09-23,Southeast,Kentucky,Louisville,Women's Street Footwear,35.0,225,7875.0,3150.0,Online,2021,9,23
2562,Amazon,2021-09-23,Southeast,Kentucky,Louisville,Women's Athletic Footwear,35.0,200,7000.0,2800.0,Online,2021,9,23
2563,Amazon,2021-09-23,Southeast,Kentucky,Louisville,Men's Apparel,45.0,200,9000.0,3150.0,Online,2021,9,23
2564,Amazon,2021-09-23,Southeast,Kentucky,Louisville,Women's Apparel,50.0,275,13750.0,5500.0,Online,2021,9,23
2565,Amazon,2021-10-22,Southeast,Kentucky,Louisville,Men's Street Footwear,55.0,450,24750.0,9900.0,Online,2021,10,22
2566,Amazon,2021-10-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,275,12375.0,4331.0,Online,2021,10,22
2567,Amazon,2021-10-22,Southeast,Kentucky,Louisville,Women's Street Footwear,45.0,175,7875.0,3150.0,Online,2021,10,22
2568,Amazon,2021-10-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,45.0,150,6750.0,2700.0,Online,2021,10,22
2569,Amazon,2021-10-22,Southeast,Kentucky,Louisville,Men's Apparel,55.0,150,8250.0,2888.0,Online,2021,10,22
2570,Amazon,2021-10-22,Southeast,Kentucky,Louisville,Women's Apparel,55.0,275,15125.0,6050.0,Online,2021,10,22
2571,Amazon,2021-11-22,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,425,21250.0,8500.0,Online,2021,11,22
2572,Amazon,2021-11-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,40.0,275,11000.0,3850.0,Online,2021,11,22
2573,Amazon,2021-11-22,Southeast,Kentucky,Louisville,Women's Street Footwear,45.0,220,9900.0,3960.0,Online,2021,11,22
2574,Foot Locker,2021-11-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,55.0,200,11000.0,4400.0,Online,2021,11,22
2575,Foot Locker,2021-11-22,Southeast,Kentucky,Louisville,Men's Apparel,65.0,175,11375.0,3981.0,Online,2021,11,22
2576,Foot Locker,2021-11-22,Southeast,Kentucky,Louisville,Women's Apparel,70.0,275,19250.0,7700.0,Online,2021,11,22
2577,Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Men's Street Footwear,65.0,525,34125.0,13650.0,Online,2021,12,21
2578,Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Men's Athletic Footwear,55.0,325,17875.0,6256.0,Online,2021,12,21
2579,Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Women's Street Footwear,55.0,275,15125.0,6050.0,Online,2021,12,21
2580,Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,50.0,225,11250.0,4500.0,Online,2021,12,21
2581,Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Men's Apparel,60.0,225,13500.0,4725.0,Online,2021,12,21
2582,Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Women's Apparel,65.0,325,21125.0,8450.0,Online,2021,12,21
2583,Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Men's Street Footwear,30.0,725,21750.0,8700.0,Online,2021,1,20
2584,Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30.0,525,15750.0,5513.0,Online,2021,1,20
2585,Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Women's Street Footwear,20.0,525,10500.0,4200.0,Online,2021,1,20
2586,Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Women's Athletic Footwear,25.0,375,9375.0,3750.0,Online,2021,1,20
2587,Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Men's Apparel,40.0,425,17000.0,5950.0,Online,2021,1,20
2588,Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Women's Apparel,30.0,525,15750.0,7875.0,Online,2021,1,20
2589,Foot Locker,2021-02-18,Southeast,Kentucky,Louisville,Men's Street Footwear,30.0,775,23250.0,9300.0,Online,2021,2,18
2590,Foot Locker,2021-02-18,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30.0,425,12750.0,4463.0,Online,2021,2,18
2591,Foot Locker,2021-02-18,Southeast,Kentucky,Louisville,Women's Street Footwear,20.0,475,9500.0,3800.0,Online,2021,2,18
2592,Foot Locker,2021-02-18,South,Mississippi,Jackson,Women's Athletic Footwear,25.0,325,8125.0,3250.0,Online,2021,2,18
2593,Foot Locker,2021-02-18,South,Mississippi,Jackson,Men's Apparel,40.0,400,16000.0,5600.0,Online,2021,2,18
2594,Foot Locker,2021-02-18,South,Mississippi,Jackson,Women's Apparel,25.0,500,12500.0,6250.0,Online,2021,2,18
2595,Foot Locker,2021-03-16,South,Mississippi,Jackson,Men's Street Footwear,25.0,720,18000.0,7200.0,Online,2021,3,16
2596,Foot Locker,2021-03-16,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,400,10000.0,3500.0,Online,2021,3,16
2597,Foot Locker,2021-03-16,South,Mississippi,Jackson,Women's Street Footwear,15.0,425,6375.0,2550.0,Online,2021,3,16
2598,Foot Locker,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,275,5500.0,2200.0,Online,2021,3,16
2599,Foot Locker,2021-03-16,South,Mississippi,Jackson,Men's Apparel,35.0,325,11375.0,3981.0,Online,2021,3,16
2600,Foot Locker,2021-03-16,South,Mississippi,Jackson,Women's Apparel,25.0,425,10625.0,5313.0,Online,2021,3,16
2601,Foot Locker,2021-04-17,South,Mississippi,Jackson,Men's Street Footwear,25.0,675,16875.0,6750.0,Online,2021,4,17
2602,Foot Locker,2021-04-17,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,375,9375.0,3281.0,Online,2021,4,17
2603,Foot Locker,2021-04-17,South,Mississippi,Jackson,Women's Street Footwear,15.0,375,5625.0,2250.0,Online,2021,4,17
2604,Foot Locker,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,300,6000.0,2400.0,Online,2021,4,17
2605,Foot Locker,2021-04-17,South,Mississippi,Jackson,Men's Apparel,40.0,325,13000.0,4550.0,Online,2021,4,17
2606,Foot Locker,2021-04-17,South,Mississippi,Jackson,Women's Apparel,30.0,475,14250.0,7125.0,Online,2021,4,17
2607,Foot Locker,2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,40.0,745,29800.0,11920.0,Online,2021,5,16
2608,Foot Locker,2021-05-16,South,Mississippi,Jackson,Men's Athletic Footwear,40.0,450,18000.0,6300.0,Online,2021,5,16
2609,Foot Locker,2021-05-16,South,Mississippi,Jackson,Women's Street Footwear,35.0,425,14875.0,5950.0,Online,2021,5,16
2610,Foot Locker,2021-05-16,South,Mississippi,Jackson,Women's Athletic Footwear,35.0,375,13125.0,5250.0,Online,2021,5,16
2611,Foot Locker,2021-05-16,South,Mississippi,Jackson,Men's Apparel,45.0,400,18000.0,6300.0,Online,2021,5,16
2612,Foot Locker,2021-05-16,South,Mississippi,Jackson,Women's Apparel,50.0,500,25000.0,12500.0,Online,2021,5,16
2613,Foot Locker,2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,45.0,750,33750.0,13500.0,Online,2021,6,18
2614,Foot Locker,2021-06-18,South,Mississippi,Jackson,Men's Athletic Footwear,40.0,500,20000.0,7000.0,Online,2021,6,18
2615,Foot Locker,2021-06-18,South,Mississippi,Jackson,Women's Street Footwear,45.0,475,21375.0,8550.0,Online,2021,6,18
2616,Foot Locker,2021-06-18,South,Mississippi,Jackson,Women's Athletic Footwear,45.0,450,20250.0,8100.0,Online,2021,6,18
2617,Foot Locker,2021-06-18,South,Mississippi,Jackson,Men's Apparel,60.0,450,27000.0,9450.0,Online,2021,6,18
2618,Foot Locker,2021-06-18,South,Mississippi,Jackson,Women's Apparel,65.0,625,40625.0,20313.0,Online,2021,6,18
2619,Foot Locker,2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,60.0,850,51000.0,20400.0,Online,2021,7,16
2620,Walmart,2021-07-16,South,Mississippi,Jackson,Men's Athletic Footwear,55.0,600,33000.0,11550.0,Online,2021,7,16
2621,Walmart,2021-07-16,South,Mississippi,Jackson,Women's Street Footwear,50.0,525,26250.0,10500.0,Online,2021,7,16
2622,Walmart,2021-07-16,South,Mississippi,Jackson,Women's Athletic Footwear,50.0,475,23750.0,9500.0,Online,2021,7,16
2623,Walmart,2021-07-16,South,Mississippi,Jackson,Men's Apparel,60.0,500,30000.0,10500.0,Online,2021,7,16
2624,Walmart,2021-07-16,South,Mississippi,Jackson,Women's Apparel,65.0,675,43875.0,21938.0,Online,2021,7,16
2625,Walmart,2021-08-17,South,Mississippi,Jackson,Men's Street Footwear,60.0,825,49500.0,19800.0,Online,2021,8,17
2626,Walmart,2021-08-17,South,Mississippi,Jackson,Men's Athletic Footwear,55.0,600,33000.0,11550.0,Online,2021,8,17
2627,Walmart,2021-08-17,South,Mississippi,Jackson,Women's Street Footwear,50.0,525,26250.0,10500.0,Online,2021,8,17
2628,Walmart,2021-08-17,South,Mississippi,Jackson,Women's Athletic Footwear,40.0,475,19000.0,7600.0,Online,2021,8,17
2629,Walmart,2021-08-17,South,Mississippi,Jackson,Men's Apparel,50.0,450,22500.0,7875.0,Online,2021,8,17
2630,Walmart,2021-08-17,South,Mississippi,Jackson,Women's Apparel,55.0,625,34375.0,17188.0,Online,2021,8,17
2631,Walmart,2021-09-16,South,Mississippi,Jackson,Men's Street Footwear,50.0,725,36250.0,14500.0,Online,2021,9,16
2632,Walmart,2021-09-16,South,Mississippi,Jackson,Men's Athletic Footwear,45.0,525,23625.0,8269.0,Online,2021,9,16
2633,Walmart,2021-09-16,South,Mississippi,Jackson,Women's Street Footwear,20.0,425,8500.0,3400.0,Online,2021,9,16
2634,Walmart,2021-09-16,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,400,8000.0,3200.0,Online,2021,9,16
2635,Walmart,2021-09-16,South,Mississippi,Jackson,Men's Apparel,30.0,400,12000.0,4200.0,Online,2021,9,16
2636,Walmart,2021-09-16,South,Mississippi,Jackson,Women's Apparel,35.0,500,17500.0,8750.0,Online,2021,9,16
2637,Walmart,2021-10-18,South,Mississippi,Jackson,Men's Street Footwear,35.0,675,23625.0,9450.0,Online,2021,10,18
2638,Walmart,2021-10-18,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,500,12500.0,4375.0,Online,2021,10,18
2639,Walmart,2021-10-18,South,Mississippi,Jackson,Women's Street Footwear,25.0,375,9375.0,3750.0,Online,2021,10,18
2640,Walmart,2021-10-18,South,Mississippi,Jackson,Women's Athletic Footwear,25.0,350,8750.0,3500.0,Online,2021,10,18
2641,Walmart,2021-10-18,South,Mississippi,Jackson,Men's Apparel,35.0,350,12250.0,4288.0,Online,2021,10,18
2642,Sports Direct,2021-10-18,South,Mississippi,Jackson,Women's Apparel,35.0,475,16625.0,8313.0,Online,2021,10,18
2643,Sports Direct,2021-11-17,South,Mississippi,Jackson,Men's Street Footwear,30.0,625,18750.0,7500.0,Online,2021,11,17
2644,Sports Direct,2021-11-17,South,Mississippi,Jackson,Men's Athletic Footwear,20.0,450,9000.0,3150.0,Online,2021,11,17
2645,Sports Direct,2021-11-17,South,Mississippi,Jackson,Women's Street Footwear,30.0,395,11850.0,4740.0,Online,2021,11,17
2646,Sports Direct,2021-11-17,South,Mississippi,Jackson,Women's Athletic Footwear,60.0,450,27000.0,10800.0,Online,2021,11,17
2647,Sports Direct,2021-11-17,South,Mississippi,Jackson,Men's Apparel,75.0,425,31875.0,11156.0,Online,2021,11,17
2648,Sports Direct,2021-11-17,South,Mississippi,Jackson,Women's Apparel,75.0,525,39375.0,19688.0,Online,2021,11,17
2649,Sports Direct,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,70.0,775,54250.0,21700.0,Online,2021,12,16
2650,Sports Direct,2021-12-16,South,Mississippi,Jackson,Men's Athletic Footwear,60.0,575,34500.0,12075.0,Online,2021,12,16
2651,Sports Direct,2021-12-16,South,Mississippi,Jackson,Women's Street Footwear,60.0,525,31500.0,12600.0,Online,2021,12,16
2652,Sports Direct,2021-12-16,South,Mississippi,Jackson,Women's Athletic Footwear,60.0,475,28500.0,11400.0,Online,2021,12,16
2653,Sports Direct,2021-12-16,South,Mississippi,Jackson,Men's Apparel,70.0,475,33250.0,11638.0,Online,2021,12,16
2654,Sports Direct,2021-12-16,South,Mississippi,Jackson,Women's Apparel,75.0,575,43125.0,21563.0,Online,2021,12,16
2655,Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Street Footwear,25.0,650,16250.0,6500.0,Online,2021,1,23
2656,Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,450,11250.0,3938.0,Online,2021,1,23
2657,Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Street Footwear,15.0,450,6750.0,2700.0,Online,2021,1,23
2658,Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,300,6000.0,2400.0,Online,2021,1,23
2659,Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Apparel,35.0,350,12250.0,4288.0,Online,2021,1,23
2660,Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Apparel,25.0,450,11250.0,4500.0,Online,2021,1,23
2661,Sports Direct,2021-02-21,South,Mississippi,Jackson,Men's Street Footwear,25.0,700,17500.0,7000.0,Online,2021,2,21
2662,Sports Direct,2021-02-21,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,350,8750.0,3063.0,Online,2021,2,21
2663,Sports Direct,2021-02-21,South,Mississippi,Jackson,Women's Street Footwear,15.0,400,6000.0,2400.0,Online,2021,2,21
2664,Walmart,2021-02-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,250,5000.0,2000.0,Online,2021,2,21
2665,Walmart,2021-02-21,South,Arkansas,Little Rock,Men's Apparel,35.0,325,11375.0,3981.0,Online,2021,2,21
2666,Walmart,2021-02-21,South,Arkansas,Little Rock,Women's Apparel,20.0,425,8500.0,3400.0,Online,2021,2,21
2667,Walmart,2021-03-19,South,Arkansas,Little Rock,Men's Street Footwear,20.0,645,12900.0,5160.0,Online,2021,3,19
2668,Walmart,2021-03-19,South,Arkansas,Little Rock,Men's Athletic Footwear,20.0,325,6500.0,2275.0,Online,2021,3,19
2669,Walmart,2021-03-19,South,Arkansas,Little Rock,Women's Street Footwear,10.0,350,3500.0,1400.0,Online,2021,3,19
2670,Walmart,2021-03-19,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,200,4000.0,1600.0,Online,2021,3,19
2671,Walmart,2021-03-19,South,Arkansas,Little Rock,Men's Apparel,35.0,250,8750.0,3063.0,Online,2021,3,19
2672,Walmart,2021-03-19,South,Arkansas,Little Rock,Women's Apparel,25.0,350,8750.0,3500.0,Online,2021,3,19
2673,Walmart,2021-04-20,South,Arkansas,Little Rock,Men's Street Footwear,25.0,600,15000.0,6000.0,Online,2021,4,20
2674,Walmart,2021-04-20,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,300,7500.0,2625.0,Online,2021,4,20
2675,Walmart,2021-04-20,South,Arkansas,Little Rock,Women's Street Footwear,15.0,300,4500.0,1800.0,Online,2021,4,20
2676,Walmart,2021-04-20,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,225,4500.0,1800.0,Online,2021,4,20
2677,Walmart,2021-04-20,South,Arkansas,Little Rock,Men's Apparel,40.0,250,10000.0,3500.0,Online,2021,4,20
2678,Walmart,2021-04-20,South,Arkansas,Little Rock,Women's Apparel,30.0,400,12000.0,4800.0,Online,2021,4,20
2679,Walmart,2021-05-19,South,Arkansas,Little Rock,Men's Street Footwear,40.0,670,26800.0,10720.0,Online,2021,5,19
2680,Walmart,2021-05-19,South,Arkansas,Little Rock,Men's Athletic Footwear,40.0,375,15000.0,5250.0,Online,2021,5,19
2681,Walmart,2021-05-19,South,Arkansas,Little Rock,Women's Street Footwear,35.0,350,12250.0,4900.0,Online,2021,5,19
2682,Walmart,2021-05-19,South,Arkansas,Little Rock,Women's Athletic Footwear,35.0,300,10500.0,4200.0,Online,2021,5,19
2683,Walmart,2021-05-19,South,Arkansas,Little Rock,Men's Apparel,45.0,325,14625.0,5119.0,Online,2021,5,19
2684,Walmart,2021-05-19,South,Arkansas,Little Rock,Women's Apparel,45.0,425,19125.0,7650.0,Online,2021,5,19
2685,Walmart,2021-06-21,South,Arkansas,Little Rock,Men's Street Footwear,40.0,675,27000.0,10800.0,Online,2021,6,21
2686,Walmart,2021-06-21,South,Arkansas,Little Rock,Men's Athletic Footwear,35.0,425,14875.0,5206.0,Online,2021,6,21
2687,Walmart,2021-06-21,South,Arkansas,Little Rock,Women's Street Footwear,40.0,400,16000.0,6400.0,Online,2021,6,21
2688,Walmart,2021-06-21,South,Arkansas,Little Rock,Women's Athletic Footwear,40.0,375,15000.0,6000.0,Online,2021,6,21
2689,Walmart,2021-06-21,South,Arkansas,Little Rock,Men's Apparel,55.0,375,20625.0,7219.0,Online,2021,6,21
2690,Walmart,2021-06-21,South,Arkansas,Little Rock,Women's Apparel,60.0,550,33000.0,13200.0,Online,2021,6,21
2691,Walmart,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,55.0,775,42625.0,17050.0,Online,2021,7,19
2692,Walmart,2021-07-19,South,Arkansas,Little Rock,Men's Athletic Footwear,50.0,525,26250.0,9188.0,Online,2021,7,19
2693,Walmart,2021-07-19,South,Arkansas,Little Rock,Women's Street Footwear,45.0,450,20250.0,8100.0,Online,2021,7,19
2694,Walmart,2021-07-19,South,Arkansas,Little Rock,Women's Athletic Footwear,45.0,400,18000.0,7200.0,Online,2021,7,19
2695,Walmart,2021-07-19,South,Arkansas,Little Rock,Men's Apparel,60.0,425,25500.0,8925.0,Online,2021,7,19
2696,Walmart,2021-07-19,South,Arkansas,Little Rock,Women's Apparel,65.0,600,39000.0,15600.0,Online,2021,7,19
2697,Walmart,2021-08-20,South,Arkansas,Little Rock,Men's Street Footwear,60.0,750,45000.0,18000.0,Online,2021,8,20
2698,Walmart,2021-08-20,South,Arkansas,Little Rock,Men's Athletic Footwear,55.0,525,28875.0,10106.0,Online,2021,8,20
2699,Walmart,2021-08-20,South,Arkansas,Little Rock,Women's Street Footwear,50.0,450,22500.0,9000.0,Online,2021,8,20
2700,Walmart,2021-08-20,South,Arkansas,Little Rock,Women's Athletic Footwear,40.0,400,16000.0,6400.0,Online,2021,8,20
2701,Walmart,2021-08-20,South,Arkansas,Little Rock,Men's Apparel,50.0,375,18750.0,6563.0,Online,2021,8,20
2702,Walmart,2021-08-20,South,Arkansas,Little Rock,Women's Apparel,55.0,550,30250.0,12100.0,Online,2021,8,20
2703,Walmart,2021-09-19,South,Arkansas,Little Rock,Men's Street Footwear,50.0,650,32500.0,13000.0,Online,2021,9,19
2704,Walmart,2021-09-19,South,Arkansas,Little Rock,Men's Athletic Footwear,40.0,450,18000.0,6300.0,Online,2021,9,19
2705,Walmart,2021-09-19,South,Arkansas,Little Rock,Women's Street Footwear,15.0,350,5250.0,2100.0,Online,2021,9,19
2706,Walmart,2021-09-19,South,Arkansas,Little Rock,Women's Athletic Footwear,15.0,325,4875.0,1950.0,Online,2021,9,19
2707,Walmart,2021-09-19,South,Arkansas,Little Rock,Men's Apparel,25.0,325,8125.0,2844.0,Online,2021,9,19
2708,Walmart,2021-09-19,South,Arkansas,Little Rock,Women's Apparel,30.0,425,12750.0,5100.0,Online,2021,9,19
2709,Walmart,2021-10-21,South,Arkansas,Little Rock,Men's Street Footwear,30.0,600,18000.0,7200.0,Online,2021,10,21
2710,Walmart,2021-10-21,South,Arkansas,Little Rock,Men's Athletic Footwear,20.0,425,8500.0,2975.0,Online,2021,10,21
2711,Walmart,2021-10-21,South,Arkansas,Little Rock,Women's Street Footwear,20.0,300,6000.0,2400.0,Online,2021,10,21
2712,Walmart,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,275,5500.0,2200.0,Online,2021,10,21
2713,Walmart,2021-10-21,South,Arkansas,Little Rock,Men's Apparel,30.0,275,8250.0,2888.0,Online,2021,10,21
2714,West Gear,2021-10-21,South,Arkansas,Little Rock,Women's Apparel,30.0,400,12000.0,4800.0,Online,2021,10,21
2715,West Gear,2021-11-20,South,Arkansas,Little Rock,Men's Street Footwear,25.0,550,13750.0,5500.0,Online,2021,11,20
2716,West Gear,2021-11-20,South,Arkansas,Little Rock,Men's Athletic Footwear,15.0,375,5625.0,1969.0,Online,2021,11,20
2717,West Gear,2021-11-20,South,Arkansas,Little Rock,Women's Street Footwear,25.0,320,8000.0,3200.0,Online,2021,11,20
2718,West Gear,2021-11-20,South,Arkansas,Little Rock,Women's Athletic Footwear,55.0,375,20625.0,8250.0,Online,2021,11,20
2719,West Gear,2021-11-20,South,Arkansas,Little Rock,Men's Apparel,75.0,350,26250.0,9188.0,Online,2021,11,20
2720,West Gear,2021-11-20,South,Arkansas,Little Rock,Women's Apparel,75.0,450,33750.0,13500.0,Online,2021,11,20
2721,West Gear,2021-12-19,South,Arkansas,Little Rock,Men's Street Footwear,70.0,700,49000.0,19600.0,Online,2021,12,19
2722,West Gear,2021-12-19,South,Arkansas,Little Rock,Men's Athletic Footwear,60.0,500,30000.0,10500.0,Online,2021,12,19
2723,West Gear,2021-12-19,South,Arkansas,Little Rock,Women's Street Footwear,60.0,450,27000.0,10800.0,Online,2021,12,19
2724,West Gear,2021-12-19,South,Arkansas,Little Rock,Women's Athletic Footwear,60.0,400,24000.0,9600.0,Online,2021,12,19
2725,West Gear,2021-12-19,South,Arkansas,Little Rock,Men's Apparel,70.0,400,28000.0,9800.0,Online,2021,12,19
2726,West Gear,2021-12-19,South,Arkansas,Little Rock,Women's Apparel,75.0,500,37500.0,15000.0,Online,2021,12,19
2727,West Gear,2021-01-23,South,Arkansas,Little Rock,Men's Street Footwear,25.0,575,14375.0,5750.0,Online,2021,1,23
2728,West Gear,2021-01-23,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,375,9375.0,3281.0,Online,2021,1,23
2729,West Gear,2021-01-23,South,Arkansas,Little Rock,Women's Street Footwear,15.0,375,5625.0,2250.0,Online,2021,1,23
2730,West Gear,2021-01-23,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,225,4500.0,1800.0,Online,2021,1,23
2731,West Gear,2021-01-23,South,Arkansas,Little Rock,Men's Apparel,35.0,275,9625.0,3369.0,Online,2021,1,23
2732,West Gear,2021-01-23,South,Arkansas,Little Rock,Women's Apparel,25.0,375,9375.0,3750.0,Online,2021,1,23
2733,West Gear,2021-02-21,South,Arkansas,Little Rock,Men's Street Footwear,25.0,625,15625.0,6250.0,Online,2021,2,21
2734,West Gear,2021-02-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,275,6875.0,2406.0,Online,2021,2,21
2735,West Gear,2021-02-21,South,Arkansas,Little Rock,Women's Street Footwear,15.0,325,4875.0,1950.0,Online,2021,2,21
2736,West Gear,2021-02-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.0,175,3500.0,1400.0,Online,2021,2,21
2737,West Gear,2021-02-21,South,Oklahoma,Oklahoma City,Men's Apparel,35.0,250,8750.0,3063.0,Online,2021,2,21
2738,West Gear,2021-02-21,South,Oklahoma,Oklahoma City,Women's Apparel,20.0,350,7000.0,2800.0,Online,2021,2,21
2739,West Gear,2021-03-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,20.0,570,11400.0,4560.0,Online,2021,3,19
2740,West Gear,2021-03-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20.0,250,5000.0,1750.0,Online,2021,3,19
2741,West Gear,2021-03-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,275,2750.0,1100.0,Online,2021,3,19
2742,West Gear,2021-03-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.0,125,2500.0,1000.0,Online,2021,3,19
2743,West Gear,2021-03-19,South,Oklahoma,Oklahoma City,Men's Apparel,35.0,175,6125.0,2144.0,Online,2021,3,19
2744,West Gear,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,25.0,275,6875.0,2750.0,Online,2021,3,19
2745,West Gear,2021-04-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.0,525,13125.0,5250.0,Online,2021,4,20
2746,West Gear,2021-04-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.0,225,5625.0,1969.0,Online,2021,4,20
2747,West Gear,2021-04-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,225,3375.0,1350.0,Online,2021,4,20
2748,West Gear,2021-04-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.0,150,3000.0,1200.0,Online,2021,4,20
2749,West Gear,2021-04-20,South,Oklahoma,Oklahoma City,Men's Apparel,40.0,175,7000.0,2450.0,Online,2021,4,20
2750,West Gear,2021-04-20,South,Oklahoma,Oklahoma City,Women's Apparel,30.0,325,9750.0,3900.0,Online,2021,4,20
2751,West Gear,2021-05-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,40.0,595,23800.0,9520.0,Online,2021,5,19
2752,West Gear,2021-05-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40.0,300,12000.0,4200.0,Online,2021,5,19
2753,West Gear,2021-05-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,35.0,275,9625.0,3850.0,Online,2021,5,19
2754,West Gear,2021-05-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,35.0,225,7875.0,3150.0,Online,2021,5,19
2755,West Gear,2021-05-19,South,Oklahoma,Oklahoma City,Men's Apparel,45.0,250,11250.0,3938.0,Online,2021,5,19
2756,West Gear,2021-05-19,South,Oklahoma,Oklahoma City,Women's Apparel,45.0,350,15750.0,6300.0,Online,2021,5,19
2757,West Gear,2021-06-21,South,Oklahoma,Oklahoma City,Men's Street Footwear,40.0,600,24000.0,9600.0,Online,2021,6,21
2758,West Gear,2021-06-21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,35.0,350,12250.0,4288.0,Online,2021,6,21
2759,West Gear,2021-06-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,40.0,325,13000.0,5200.0,Online,2021,6,21
2760,West Gear,2021-06-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40.0,300,12000.0,4800.0,Online,2021,6,21
2761,West Gear,2021-06-21,South,Oklahoma,Oklahoma City,Men's Apparel,55.0,300,16500.0,5775.0,Online,2021,6,21
2762,West Gear,2021-06-21,South,Oklahoma,Oklahoma City,Women's Apparel,60.0,475,28500.0,11400.0,Online,2021,6,21
2763,West Gear,2021-07-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,55.0,700,38500.0,15400.0,Online,2021,7,19
2764,West Gear,2021-07-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,50.0,450,22500.0,7875.0,Online,2021,7,19
2765,West Gear,2021-07-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,45.0,375,16875.0,6750.0,Online,2021,7,19
2766,West Gear,2021-07-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,45.0,325,14625.0,5850.0,Online,2021,7,19
2767,West Gear,2021-07-19,South,Oklahoma,Oklahoma City,Men's Apparel,60.0,350,21000.0,7350.0,Online,2021,7,19
